run_id,dataset,subject,base,n_checkpoints,train_seeds,n_eval_total_per_checkpoint,CC,MSE,RMSE,T_RRMSE,S_RRMSE,SDR,PSD_KLD,PSD_WD,source_file
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B03,4,3,42 43 44,1500,0.7653862833976746,0.1805722034639782,0.4108592437373267,0.6458557380570306,0.5552984277407329,3.994623793496026,0.3177933444579442,3.820136467615763,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B03,6,3,42 43 44,1500,0.7679024073812697,0.1794277495808071,0.4091777602831523,0.6441789600584242,0.5319734480645921,4.037962251239353,0.2887190944618649,3.686528020434909,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B03,8,3,42 43 44,1500,0.7687910066710578,0.1793014076020982,0.4086100459098816,0.6430546972486708,0.5246276921696134,4.058780882093641,0.2805347144603729,3.6937616401248503,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B03,16,3,42 43 44,1500,0.7678631742795309,0.1807086120049158,0.4099541538291507,0.645473771625095,0.5160003933641646,4.036822107103136,0.2711001121335559,3.6219095389048257,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B04,2,3,42 43 44,1500,0.762662774986691,0.1913683580027686,0.4205240209897359,0.6565829846594069,0.5134497880935669,3.85567569732666,0.6784500794278251,8.270643552144367,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B04,4,3,42 43 44,1500,0.7833771639400058,0.1715476827489005,0.3961213065518273,0.620033688015408,0.4635984202226003,4.42203958829244,0.5893110964033339,7.709359645843506,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B04,6,3,42 43 44,1500,0.784271240234375,0.1716326922178268,0.3954065243403117,0.6189980838033888,0.4580918716059791,4.454268985324435,0.5901934802532196,7.599655283821954,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B04,8,3,42 43 44,1500,0.7859710786077712,0.1711853444576263,0.3945242232746548,0.6177257895469666,0.4564553068743812,4.484511719809638,0.625063525305854,7.6434961160024,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B04,16,3,42 43 44,1500,0.7815587719281515,0.1755816489458084,0.3993026912212372,0.6246809893184238,0.4579095211293962,4.385003884633382,0.6280565824773576,7.676808410220676,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
a7_bci_zero_shot_all_subjects_20260815_000000,BCI_IV2b,B05,2,3,42 43 44,1500,0.7184514668252733,0.222860284977489,0.4565858244895935,0.7162715527746413,0.5924630297554864,3.0627191066741943,0.4048361049758063,4.284797615475124,runs/a7_bci_zero_shot_all_subjects_20260815_000000/a7_subject_width_rows.csv
