base,bh_fdr_q_denoised_lt_raw,condition,delta_accuracy_ci95_high_subject_bootstrap,delta_accuracy_ci95_low_subject_bootstrap,delta_accuracy_mean,delta_accuracy_median,delta_accuracy_std,denoised_accuracy_subject_mean,n_checkpoints_per_subject,n_subjects,raw_raw_accuracy_subject_mean,stratum,subjects,subjects_above_raw_raw,subjects_below_raw_raw,test_family,trainable_parameters,variant,wilcoxon_p_denoised_lt_raw,raw_accuracy_subject_mean_pct,denoised_accuracy_subject_mean_pct,delta_accuracy_mean_pp,delta_ci95_low_pp,delta_ci95_high_pp,source_file
16,0.009765625,denoised_denoised,-0.0228909465020576,-0.0770318930041152,-0.0489969135802469,-0.0416666666666666,0.0441752250714877,0.5941358024691358,3,9,0.6431327160493827,all,A01 A02 A03 A04 A05 A06 A07 A08 A09,1,8,real_recording_downstream_delta,40262,base16,0.00390625,64.31327160493827,59.413580246913575,-4.899691358024691,-7.70318930041152,-2.28909465020576,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_real_downstream_inference.csv
16,0.048828125,denoised_denoised,0.0022009562190752,-0.0921376282054646,-0.0450251600451284,-0.0434782608695653,0.0760210959550532,0.6174910403971109,3,9,0.6625162004422394,artifact_heavy_high_eog,A01 A02 A03 A04 A05 A06 A07 A08 A09,2,7,real_recording_downstream_delta,40262,base16,0.048828125,66.25162004422394,61.74910403971109,-4.50251600451284,-9.21376282054646,0.22009562190752,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_real_downstream_inference.csv
16,0.029296875,denoised_denoised,-0.0107976184024956,-0.1359473362303506,-0.0613503627216065,-0.0392156862745097,0.1071943742552499,0.5774250079591955,3,9,0.6387753706808021,quiet_low_eog,A01 A02 A03 A04 A05 A06 A07 A08 A09,1,8,real_recording_downstream_delta,40262,base16,0.01953125,63.877537068080215,57.74250079591955,-6.13503627216065,-13.59473362303506,-1.07976184024956,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_real_downstream_inference.csv
