run_id,recipe,recipe_label,classifier,classifier_label,base,subject,delta_accuracy,baseline_accuracy_mean,processed_accuracy_mean,n_contamination_seed_pairs,n_checkpoint_seeds,n_classifier_seeds,n_technical_observations_aggregated,primary_independent_unit,source_file
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,deep4net,Deep4Net,16,A08,0.010113434467678,0.5584255842558425,0.5685390187235205,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,deep4net,Deep4Net,16,A09,0.0015432098765432,0.6725589225589226,0.6741021324354658,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A01,-0.0909450375642546,0.6757611704230921,0.5848161328588375,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A02,-0.0478994895956026,0.3133097762073027,0.2654102866117,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A03,-0.0615927282593949,0.71998371998372,0.658390991724325,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A04,-0.0419103313840155,0.4244639376218324,0.3825536062378167,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A05,-0.0151637144390767,0.2777777777777778,0.262614063338701,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A06,-0.0482342807924203,0.4263565891472868,0.3781223083548665,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A07,-0.0726032892097874,0.5230645808263137,0.4504612916165262,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A08,-0.052207188738554,0.6736367363673637,0.6214295476288096,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegconformer,EEGConformer,16,A09,0.0242704826038159,0.6687710437710438,0.6930415263748597,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A01,0.0342691445894292,0.56425464610518,0.5985237906946093,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A02,-0.0206779217379924,0.2952493129171574,0.274571391179165,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A03,-0.0468050468050468,0.7134717134717135,0.6666666666666666,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A04,-0.0423976608187134,0.4405458089668616,0.3981481481481481,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A05,-0.0108695652173913,0.2693236714975845,0.2584541062801932,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A06,0.0628768303186907,0.2630490956072351,0.3259259259259259,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A07,-0.0018719080090921,0.3910950661853189,0.3892231581762267,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A08,-0.007106737734044,0.5621156211562116,0.5550088834221676,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,eegnet,EEGNet,16,A09,0.0218855218855218,0.5563973063973064,0.5782828282828283,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A01,-0.0956899960458679,0.6366152629497825,0.5409252669039146,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A02,-0.1185708676874754,0.4000785237534354,0.2815076560659599,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A03,-0.0619997286663953,0.706959706959707,0.6449599782933116,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A04,-0.0782975958414554,0.476120857699805,0.3978232618583496,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A05,-0.0077831454643048,0.2797906602254428,0.2720075147611379,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A06,-0.0056847545219638,0.3664082687338501,0.3607235142118863,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A07,-0.1161920042786468,0.5026073004412355,0.3864152961625886,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A08,-0.01776684433511,0.6346863468634686,0.6169195025283586,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
hierarchical_downstream_stats_20260815_000000,eog_emg_line,EOG+EMG+LINE,shallowfbcsp,ShallowFBCSPNet,16,A09,-0.0123456790123456,0.6523569023569024,0.6400112233445566,3,3,3,27,subject,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv
