row_type,panel,recipe,classifier,classifier_label,base,subject,delta_accuracy,mean_delta_accuracy,bootstrap_ci95_low,bootstrap_ci95_high,n_subjects_for_inference,primary_independent_unit,n_contamination_seed_pairs,n_checkpoint_seeds,n_classifier_seeds,n_technical_observations_aggregated,source_file,aggregation
subject,EMG,emg,deep4net,Deep4Net,16,A04,-0.0159194282001299,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EMG,emg,deep4net,Deep4Net,16,A05,0.0100644122383252,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EMG,emg,deep4net,Deep4Net,16,A06,0.0058570198105081,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EMG,emg,deep4net,Deep4Net,16,A07,-0.0830324909747292,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EMG,emg,deep4net,Deep4Net,16,A08,-0.006696733634003,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EMG,emg,deep4net,Deep4Net,16,A09,-0.015432098765432,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
mean_ci,EMG,emg,deep4net,Deep4Net,16,,,-0.0170059340218432,-0.0371164442962453,-0.0007879783273034,9,subject,,,,,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_confirmatory_effects.csv,Mean and 95% subject-bootstrap CI across n=9 subjects
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A01,-0.1916014234875445,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A02,-0.2192226148409894,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A03,-0.0962637362637362,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A04,-0.1942105263157894,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A05,0.0114492753623188,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A06,-0.0465116279069767,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A07,-0.0828880866425992,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A08,-0.0853136531365313,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,A09,0.0127272727272727,,,,9,subject,5.0,5.0,0.0,25.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
mean_ci,EOG+EMG+LINE,eog_emg_line,csp_lda,CSP+LDA,16,,,-0.099092791167175,-0.1522712945250586,-0.04559583139898,9,subject,,,,,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_confirmatory_effects.csv,Mean and 95% subject-bootstrap CI across n=9 subjects
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A01,-0.0956899960458679,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A02,-0.1185708676874754,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A03,-0.0619997286663953,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A04,-0.0782975958414554,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A05,-0.0077831454643048,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A06,-0.0056847545219638,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A07,-0.1161920042786468,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A08,-0.01776684433511,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,A09,-0.0123456790123456,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
mean_ci,EOG+EMG+LINE,eog_emg_line,shallowfbcsp,ShallowFBCSPNet,16,,,-0.0571478462059517,-0.0866514659593066,-0.0283448482721661,9,subject,,,,,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_confirmatory_effects.csv,Mean and 95% subject-bootstrap CI across n=9 subjects
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A01,-0.0909450375642546,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A02,-0.0478994895956026,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A03,-0.0615927282593949,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A04,-0.0419103313840155,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A05,-0.0151637144390767,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A06,-0.0482342807924203,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A07,-0.0726032892097874,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A08,-0.052207188738554,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,A09,0.0242704826038159,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
mean_ci,EOG+EMG+LINE,eog_emg_line,eegconformer,EEGConformer,16,,,-0.0451428419310322,-0.0638067141165028,-0.0230242244079093,9,subject,,,,,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_confirmatory_effects.csv,Mean and 95% subject-bootstrap CI across n=9 subjects
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A01,0.0342691445894292,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A02,-0.0206779217379924,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A03,-0.0468050468050468,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A04,-0.0423976608187134,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A05,-0.0108695652173913,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A06,0.0628768303186907,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A07,-0.0018719080090921,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A08,-0.007106737734044,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,A09,0.0218855218855218,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
mean_ci,EOG+EMG+LINE,eog_emg_line,eegnet,EEGNet,16,,,-0.0011885937254042,-0.0222375363310487,0.0214441606520049,9,subject,,,,,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_confirmatory_effects.csv,Mean and 95% subject-bootstrap CI across n=9 subjects
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A01,-0.0376960590483722,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A02,0.0283994241591414,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A03,0.0073260073260073,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A04,-0.0053606237816764,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A05,0.0203972088030059,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A06,-0.0001722652885443,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A07,-0.0279449124214467,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A08,0.010113434467678,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
subject,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,A09,0.0015432098765432,,,,9,subject,3.0,3.0,3.0,27.0,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_subject_deltas.csv,Subject-level delta after contamination/checkpoint/classifier-seed nuisance aggregation
mean_ci,EOG+EMG+LINE,eog_emg_line,deep4net,Deep4Net,16,,,-0.0003771751008515,-0.0137283435513398,0.011979913286776,9,subject,,,,,runs/hierarchical_downstream_stats_20260815_000000/hierarchical_confirmatory_effects.csv,Mean and 95% subject-bootstrap CI across n=9 subjects
