base,bh_fdr_q_quiet_more_negative,ci95_high_subject_bootstrap,ci95_low_subject_bootstrap,condition,contrast,mean_contrast,median_contrast,n_subjects,std_contrast,subjects,subjects_heavy_more_negative,subjects_quiet_more_negative,test_family,variant,wilcoxon_p_quiet_more_negative,mean_contrast_pp,ci95_low_pp,ci95_high_pp,source_file
16,0.849609375,0.0571487684632,-0.1266078405128025,denoised_denoised,quiet_low_eog_delta_minus_artifact_heavy_high_eog_delta,-0.0163252026764781,0.0126659856996935,9,0.1580279088660771,A01 A02 A03 A04 A05 A06 A07 A08 A09,6,3,quiet_minus_heavy_delta_concentration,base16,0.787109375,-1.6325202676478099,-12.660784051280249,5.71487684632,runs/a12_real_bci2a_eog_stratified_downstream_20260816_142449/a12_quiet_heavy_contrasts.csv
