classifier,recipe,subject,base,sdr_db,delta_accuracy,n_condition_rows,n_contamination_seed_pairs,n_train_contamination_seeds,n_test_contamination_seeds,n_checkpoint_seeds,n_classifier_seed_values,subject_mean_sdr_db,subject_mean_delta_accuracy,centered_sdr_db,centered_delta_accuracy,source_file,aggregation
csp_lda,eog,A06,4,0.48125661954283716,-0.03572093023255809,25,5,5,5,5,0,0.542466885142494,-0.03806511627906973,-0.06121026559965681,0.00234418604651164,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A06,6,0.4107261957228184,-0.02660465116279066,25,5,5,5,5,0,0.542466885142494,-0.03806511627906973,-0.1317406894196756,0.01146046511627907,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A06,8,0.2979398368299007,-0.03553488372093021,25,5,5,5,5,0,0.542466885142494,-0.03806511627906973,-0.24452704831259325,0.002530232558139521,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A06,16,0.37310645383084196,-0.029767441860465083,25,5,5,5,5,0,0.542466885142494,-0.03806511627906973,-0.16936043131165202,0.008297674418604645,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A07,2,1.4130902290344238,-0.09501805054151621,25,5,5,5,5,0,0.8434138205051422,-0.11630324909747289,0.5696764085292816,0.021285198555956675,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A07,4,0.770595736503601,-0.111913357400722,25,5,5,5,5,0,0.8434138205051422,-0.11630324909747289,-0.07281808400154122,0.004389891696750886,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A07,6,0.6640028488636017,-0.13761732851985556,25,5,5,5,5,0,0.8434138205051422,-0.11630324909747289,-0.17941097164154052,-0.02131407942238267,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A07,8,0.6637175977230072,-0.12433212996389888,25,5,5,5,5,0,0.8434138205051422,-0.11630324909747289,-0.17969622278213504,-0.008028880866425989,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A07,16,0.7056626904010773,-0.11263537906137179,25,5,5,5,5,0,0.8434138205051422,-0.11630324909747289,-0.13775113010406492,0.003667870036101098,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A08,2,2.392296724319458,-0.08929889298892986,25,5,5,5,5,0,2.2609811811447145,-0.04903321033210329,0.1313155431747437,-0.04026568265682657,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A08,4,2.3154669618606567,-0.050332103321033175,25,5,5,5,5,0,2.2609811811447145,-0.04903321033210329,0.054485780715942234,-0.0012988929889298853,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A08,6,2.1926416540145874,-0.03040590405904057,25,5,5,5,5,0,2.2609811811447145,-0.04903321033210329,-0.06833952713012703,0.01862730627306272,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A08,8,2.216304521560669,-0.04162361623616233,25,5,5,5,5,0,2.2609811811447145,-0.04903321033210329,-0.04467665958404554,0.007409594095940962,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A08,16,2.1881960439682007,-0.03350553505535052,25,5,5,5,5,0,2.2609811811447145,-0.04903321033210329,-0.0727851371765138,0.015527675276752771,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A09,2,0.58616569429636,-0.04106060606060605,25,5,5,5,5,0,0.14326519585587083,-0.019969696969696974,0.4429004984404892,-0.021090909090909073,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A09,4,0.08041282057762145,-0.007121212121212136,25,5,5,5,5,0,0.14326519585587083,-0.019969696969696974,-0.06285237527824938,0.012848484848484838,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A09,6,0.02221278401091693,-0.00803030303030304,25,5,5,5,5,0,0.14326519585587083,-0.019969696969696974,-0.1210524118449539,0.011939393939393934,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A09,8,-0.06255966755561528,-0.01606060606060607,25,5,5,5,5,0,0.14326519585587083,-0.019969696969696974,-0.2058248634114861,0.003909090909090904,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
csp_lda,eog,A09,16,0.09009434795007108,-0.02757575757575757,25,5,5,5,5,0,0.14326519585587083,-0.019969696969696974,-0.05317084790579975,-0.007606060606060595,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A01,6,1.9807844559351604,-0.09568999604586786,9,3,3,3,3,3,2.074958556228214,-0.09568999604586786,-0.0941741002930534,0.0,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A01,16,2.1691326565212674,-0.09568999604586786,9,3,3,3,3,3,2.074958556228214,-0.09568999604586786,0.09417410029305362,0.0,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A02,6,1.2866875992880926,-0.11883261353226013,9,3,3,3,3,3,1.3091880745357938,-0.11870174060986777,-0.022500475247701157,-0.00013087292239236104,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A02,16,1.3316885497834947,-0.11857086768747542,9,3,3,3,3,3,1.3091880745357938,-0.11870174060986777,0.022500475247700935,0.00013087292239234716,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A03,6,2.257247739368015,-0.03839370506037166,9,3,3,3,3,3,2.272359596358405,-0.05019671686338347,-0.015111856990390304,0.011803011803011812,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A03,16,2.2874714533487954,-0.06199972866639528,9,3,3,3,3,3,2.272359596358405,-0.05019671686338347,0.015111856990390304,-0.011803011803011812,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A04,6,2.850140412648519,-0.07504873294346975,9,3,3,3,3,3,2.9309564696417914,-0.0766731643924626,-0.08081605699327232,0.0016244314489928524,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A04,16,3.011772526635064,-0.07829759584145544,9,3,3,3,3,3,2.9309564696417914,-0.0766731643924626,0.08081605699327277,-0.0016244314489928385,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A05,6,0.2956037190225389,-0.011674718196457299,9,3,3,3,3,3,0.3169445743163426,-0.009728931830381083,-0.021340855293803696,-0.001945786366076216,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A05,16,0.33828542961014635,-0.007783145464304867,9,3,3,3,3,3,0.3169445743163426,-0.009728931830381083,0.02134085529380375,0.001945786366076216,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A06,6,3.4729661411709256,-0.013608957795004277,9,3,3,3,3,3,3.5709527995851307,-0.009646856158484044,-0.09798665841420506,-0.003962101636520233,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A06,16,3.6689394579993353,-0.00568475452196381,9,3,3,3,3,3,3.5709527995851307,-0.009646856158484044,0.09798665841420462,0.003962101636520234,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A07,6,3.3584662278493247,-0.13036502206177294,9,3,3,3,3,3,3.437628308931987,-0.12327851317020991,-0.0791620810826621,-0.007086508891563037,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A07,16,3.5167903900146484,-0.11619200427864687,9,3,3,3,3,3,3.437628308931987,-0.12327851317020991,0.07916208108266165,0.007086508891563037,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A08,6,2.852662139468723,-0.013530135301352966,9,3,3,3,3,3,2.8458242416381836,-0.015648489818231477,0.00683789783053923,0.0021183545168785116,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A08,16,2.8389863438076444,-0.017766844335109985,9,3,3,3,3,3,2.8458242416381836,-0.015648489818231477,-0.00683789783053923,-0.002118354516878508,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A09,6,4.647971736060248,0.0005611672278339179,9,3,3,3,3,3,4.641167746649848,-0.005892255892255852,0.006803989410400391,0.00645342312008977,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
shallowfbcsp,eog_emg_line,A09,16,4.634363757239448,-0.012345679012345623,9,3,3,3,3,3,4.641167746649848,-0.005892255892255852,-0.006803989410400391,-0.00645342312008977,runs/a4_same_bci_metric_utility_all_neural_artifacts_20260814_215900/a4_metric_utility_joined_long_rows.csv,"Display aggregation: SDR and downstream delta averaged to subject x width, then centered within subject"
