task,task_label,metric,metric_label,base,base_label,epoch,mean,se,sd,n,seeds,budget,lr,source_file,aggregation
emg,EMG,val_SDR,Validation SDR (dB),4,base4,27,6.86297482031363,0.0539523054052284,0.0763000820253693,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,28,6.871902872014928,0.0572814588193542,0.0810082159348466,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,29,6.879655043284098,0.0557382548296891,0.0788257959231541,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,30,6.872855380729392,0.0661280420091414,0.0935191738625056,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,31,6.882930526026973,0.0404043197631835,0.0571403369875535,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,32,6.8886045349968805,0.0597353158173739,0.0844784937815702,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,33,6.887094497680664,0.0656891752172397,0.092898522493323,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,34,6.903197659386528,0.0497078365749783,0.0702974966405597,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,35,6.873421492399993,0.061615113858823,0.0871369296663099,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,36,6.898275030983819,0.0490775549853292,0.0694061438683639,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,37,6.912309885025024,0.0421838318860086,0.0596569471660599,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,38,6.893034193250868,0.0607198256033436,0.0858708008731777,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,39,6.913397020763821,0.0484191135123923,0.0684749670073076,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,40,6.906875963564272,0.0659784034446433,0.0933075529751383,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,41,6.904482055593419,0.0488269682283752,0.0690517606781285,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,42,6.917039844724867,0.0518940378118442,0.0733892520798122,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,43,6.922654964305737,0.0433455219975225,0.0612998250770376,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,44,6.925888335263288,0.0518901348114013,0.073383732403652,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,45,6.914230691062079,0.0578156312306719,0.0817636498035776,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,46,6.90325121526365,0.0722759299808077,0.1022136004119865,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,47,6.933336805414271,0.0434418607641151,0.0614360686673352,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,48,6.931676440768772,0.0455922197412559,0.0644771354967785,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,49,6.937572258490103,0.0469868889561406,0.0664494956154927,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,50,6.9335981563285545,0.0425818319673894,0.0602198042789743,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,51,6.929428047604031,0.0514077080620656,0.0727014779518899,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,52,6.941766050126818,0.04660756499679,0.065913050527646,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,53,6.930704258106373,0.0332890969735606,0.0470778924191626,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,54,6.926669014824761,0.0624512036641435,0.0883193392083561,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,55,6.917205651601156,0.0729904704623751,0.1032241132518837,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,56,6.922536867636222,0.0653616763927318,0.0924353692140427,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,57,6.945818927552965,0.0448765136577464,0.0634649742468065,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,58,6.947100127184832,0.047808364585594,0.0676112375918246,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,59,6.946315968478167,0.0470818855144359,0.0665838410366126,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,60,6.947714584845084,0.0464022866001836,0.065622743035103,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,61,6.945171727074516,0.0475781582019947,0.0672856766019936,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,62,6.95183140260202,0.0448788272009959,0.0634682460910469,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,63,6.946335192079897,0.0516099223384154,0.0729874521240092,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,64,6.949222688321714,0.0476035012139215,0.0673215170331719,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,65,6.952363552870574,0.0440555590170403,0.0623039690598268,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,66,6.950830141703287,0.0432688571788646,0.0611914046507348,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,67,6.95205216937595,0.0457968005427606,0.0647664564408676,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,68,6.952942106458876,0.0451060224462436,0.0637895486881829,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,69,6.953091197543674,0.0454506874084472,0.0642769785522061,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,70,6.953173796335856,0.0463694289878562,0.0655762753541224,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,71,6.953494283888075,0.0450000233120388,0.0636396432749908,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,72,6.952875278614186,0.0460070327476218,0.0650637696762299,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,73,6.953600671556261,0.0456696616278753,0.0645866548631314,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,74,6.951078865263197,0.0440255889186151,0.0622615849401682,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),4,base4,75,6.953598614092226,0.0453650951385498,0.0641559328032829,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,1,2.875804803989552,0.0917011102040608,0.1296849537352526,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,2,6.0100833310021295,0.1078971315313266,0.1525895867527558,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,3,6.404342669027823,0.0600254270765514,0.0848887730588962,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,4,6.545368353525797,0.0604481343869811,0.0854865714702202,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,5,6.632692760891384,0.0171141271237975,0.0242030306866517,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,6,6.699638260735406,0.0350063112046985,0.0495064000743379,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,7,6.745634714762369,0.0001929777639886,0.0002729117710691,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,8,6.780051116590147,0.0324602391984729,0.0459057105123552,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,9,6.773242252844351,0.0126352928302906,0.0178690024851525,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,10,6.83093660849112,0.0036243685969599,0.0051256312248598,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,11,6.847146184356124,0.0392990730426929,0.0555772820856673,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,12,6.798787302441067,0.0872332873167818,0.1233664980137817,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,13,6.858202068893998,0.0461632587291576,0.0652847065781128,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,14,6.892002476586236,0.0316355140120894,0.0447393729685409,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,15,6.85976289819788,0.0270958653202759,0.038319340220169,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,16,6.904731476748431,0.00161193035267,0.0022796137663468,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,17,6.877706050872803,0.056800559714988,0.080328121899319,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,18,6.884043702372798,0.0591294412259699,0.0836216577173095,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,19,6.920396036571926,0.0248037355917474,0.0350777792713654,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,20,6.862173045123065,0.0374751974035194,0.0529979324206662,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,21,6.942807453650016,0.0303280883365206,0.0428903938463568,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,22,6.947889177887529,0.0106948305059364,0.0151247743487768,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,23,6.9553872214423285,0.0084640891463667,0.0119700296639267,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,24,6.958255149700024,0.0062461429172091,0.0088333800260378,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,25,6.954429617634526,0.0008570264886929,0.0012120184836224,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,26,6.964600518897727,0.0004779939298278,0.0006759854982945,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,27,6.954140371746487,0.0257219296914557,0.0363763018200638,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,28,6.993137633358991,0.0094565020667181,0.0133735134753619,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,29,6.990562421304208,0.0094886355929904,0.0134189571440231,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,30,7.005608708770187,0.0209157290282071,0.0295793076586111,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,31,6.959753098311248,0.0051740805308022,0.0073172548594711,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,32,6.986307638662833,0.0216705887405961,0.0306468405015607,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,33,6.98820232462,0.0186145747149435,0.0263249840196804,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,34,7.013312410425257,0.0117350154452853,0.0165958179973802,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,35,7.025772642206263,0.0226318218089915,0.0320062293434871,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,36,6.934061933446814,0.0642674057571977,0.0908878368403637,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,37,7.001871047196564,0.001200525848954,0.0016977999375702,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,38,7.0224320535306575,0.0225683406547263,0.0319164534341701,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,39,7.038100595827457,0.0131414554737232,0.0185848245602615,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,40,7.0370374608922885,0.0139176580641002,0.0196825407907218,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,41,7.0226435308103206,0.0117664690370911,0.0166403000934973,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,42,7.04040985637241,0.0052239541654235,0.0073877868299573,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,43,7.023474022194192,0.0024998452928328,0.0035353151169587,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,44,7.013865974214342,0.0323912920775235,0.045808204558822,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,45,7.049435862788448,0.0072213455482765,0.0102125248129553,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,46,7.032839439533375,0.0293776900679976,0.0415463277253556,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,47,7.051029752801966,0.007050019723398,0.0099702335078273,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,48,7.054723633660211,0.0161274980615688,0.0228077264858165,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,49,7.061440697422734,0.0077052293000399,0.010896839777311,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,50,7.0530459086100254,0.0079307202939635,0.0112157321991108,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,51,7.049265437655979,0.0028105665136268,0.0039747412815227,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,52,7.0590618539739545,0.0120836098988852,0.0170888050014292,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,53,7.057399493676645,0.0006875197092695,0.0009722996972477,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,54,7.062226233658967,0.0054288528583668,0.0076775573404302,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,55,7.056970658125701,0.0086380728968866,0.0122160798435445,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,56,7.067186761785436,0.0037983964990684,0.005371743844253,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
emg,EMG,val_SDR,Validation SDR (dB),6,base6,57,7.067618414207741,0.0042737060123019,0.0060439330041928,2,42 43,extended,0.001,runs/a6_optimization_convergence_audit_20260815_000000/a6_seed_mean_curves.csv,training-seed mean +/- standard error from matched extended-budget runs
